event,jd,magnitude,magnitude error,upper limit,band,xxxxxxx,telescope,instrument
SN2005cf,2453546.3,14.267,0.049,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453546.36,14.067,0.198,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453546.43,14.394,0.087,F,I,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453547.45,14.111,0.199,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453548.4,14.126,0.197,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453550.37,14.143,0.189,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453551.48,14.573,0.17,F,I,,1.2m Mercator,MEROPE
SN2005cf,2453553.37,14.142,0.164,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453554.37,14.124,0.159,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453555.47,14.308,0.101,F,I,,1.2m Mercator,MEROPE
SN2005cf,2453558.48,14.25,0.053,F,I,,1.2m Mercator,MEROPE
SN2005cf,2453559.19,14.13,0.062,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453559.49,14.237,0.049,F,I,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453562.48,14.151,0.004,F,I,,1.2m Mercator,MEROPE
SN2005cf,2453563.24,14.095,0.062,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453563.37,14.143,0.113,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453564.37,14.18,0.114,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453564.5,14.26,0.012,F,I,,1.2m Mercator,MEROPE
SN2005cf,2453566.41,14.291,0.035,F,I,,1.82m Copernico,AFOSC
SN2005cf,2453569.57,14.444,0.044,F,I,,2.2m ESO/MPI,WFI
SN2005cf,2453571.6,14.599,0.044,F,I,,2.2m ESO/MPI,WFI
SN2005cf,2453572.21,14.65,0.072,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453573.55,14.727,0.045,F,I,,2.2m ESO/MPI,WFI
SN2005cf,2453575.2,14.81,0.076,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453575.51,14.827,0.046,F,I,,2.2m ESO/MPI,WFI
SN2005cf,2453578.55,14.977,0.048,F,I,,2.2m ESO/MPI,WFI
SN2005cf,2453581.61,15.129,0.051,F,I,,2.2m ESO/MPI,WFI
SN2005cf,2453583.41,15.299,0.018,F,I,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453584.2,15.275,0.084,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453587.14,15.378,0.086,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453587.56,15.392,0.056,F,I,,2.2m ESO/MPI,WFI
SN2005cf,2453590.56,15.522,0.059,F,I,,2.2m ESO/MPI,WFI
SN2005cf,2453591.13,15.575,0.089,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453595.5,15.681,0.062,F,I,,2.2m ESO/MPI,WFI
SN2005cf,2453598.38,15.886,0.009,F,I,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453600.18,15.992,0.096,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453604.15,16.109,0.099,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453611.38,16.518,0.091,F,I,,2.2m Calar Alto,CAFOS
SN2005cf,2453613.37,16.464,0.036,F,I,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453615.14,16.561,0.109,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453617.1,16.596,0.112,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453621.11,16.754,0.116,F,I,,2m Himalayan Chandra,HFOSC
SN2005cf,2453522.38,15.725,0.043,F,U,,3.5m Telescopio Nazionale Galileo,DOLORES
SN2005cf,2453523.16,15.281,0.055,F,U,,2m Himalayan Chandra,HFOSC
SN2005cf,2453524.13,14.847,0.053,F,U,,2m Himalayan Chandra,HFOSC
SN2005cf,2453524.44,14.641,0.044,F,U,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453527.57,13.681,0.045,F,U,,3.5m Telescopio Nazionale Galileo,DOLORES
SN2005cf,2453529.24,13.596,0.048,F,U,,2m Himalayan Chandra,HFOSC
SN2005cf,2453530.38,13.449,0.044,F,U,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453530.38,13.533,0.062,F,U,,2m Himalayan Chandra,HFOSC
SN2005cf,2453533.13,13.487,0.047,F,U,,2m Himalayan Chandra,HFOSC
SN2005cf,2453533.5,13.386,0.044,F,U,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453533.99,13.467,0.029,F,U,,2.3m SSO,imager
SN2005cf,2453536.47,13.571,0.065,F,U,,1.2m Mercator,MEROPE
SN2005cf,2453538.19,13.757,0.056,F,U,,2m Himalayan Chandra,HFOSC
SN2005cf,2453538.36,13.695,0.049,F,U,,2.2m Calar Alto,CAFOS
SN2005cf,2453539.37,13.794,0.049,F,U,,2.2m Calar Alto,CAFOS
SN2005cf,2453540.41,13.892,0.049,F,U,,2.2m Calar Alto,CAFOS
SN2005cf,2453541.37,13.979,0.049,F,U,,2.2m Calar Alto,CAFOS
SN2005cf,2453542.26,14.067,0.057,F,U,,2m Himalayan Chandra,HFOSC
SN2005cf,2453542.53,14.032,0.05,F,U,,2.2m Calar Alto,CAFOS
SN2005cf,2453543.14,14.178,0.06,F,U,,2m Himalayan Chandra,HFOSC
SN2005cf,2453543.51,14.304,0.065,F,U,,1.2m Mercator,MEROPE
SN2005cf,2453545.13,14.423,0.053,F,U,,2m Himalayan Chandra,HFOSC
SN2005cf,2453546.3,14.475,0.052,F,U,,2m Himalayan Chandra,HFOSC
SN2005cf,2453546.36,14.513,0.049,F,U,,2.2m Calar Alto,CAFOS
SN2005cf,2453546.43,14.583,0.044,F,U,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453546.5,14.682,0.065,F,U,,1.2m Mercator,MEROPE
SN2005cf,2453547.45,14.628,0.049,F,U,,2.2m Calar Alto,CAFOS
SN2005cf,2453548.4,14.731,0.05,F,U,,2.2m Calar Alto,CAFOS
SN2005cf,2453550.37,15.076,0.049,F,U,,2.2m Calar Alto,CAFOS
SN2005cf,2453551.48,15.398,0.065,F,U,,1.2m Mercator,MEROPE
SN2005cf,2453553.37,15.493,0.05,F,U,,2.2m Calar Alto,CAFOS
SN2005cf,2453554.37,15.601,0.05,F,U,,2.2m Calar Alto,CAFOS
SN2005cf,2453555.47,15.89,0.065,F,U,,1.2m Mercator,MEROPE
SN2005cf,2453558.48,16.111,0.066,F,U,,1.2m Mercator,MEROPE
SN2005cf,2453559.19,16.14,0.05,F,U,,2m Himalayan Chandra,HFOSC
SN2005cf,2453559.49,16.225,0.044,F,U,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453562.48,16.411,0.065,F,U,,1.2m Mercator,MEROPE
SN2005cf,2453563.24,16.404,0.059,F,U,,2m Himalayan Chandra,HFOSC
SN2005cf,2453563.37,16.469,0.051,F,U,,2.2m Calar Alto,CAFOS
SN2005cf,2453564.37,16.539,0.049,F,U,,2.2m Calar Alto,CAFOS
SN2005cf,2453564.5,16.596,0.066,F,U,,1.2m Mercator,MEROPE
SN2005cf,2453569.57,16.766,0.032,F,U,,2.2m ESO/MPI,WFI
SN2005cf,2453571.6,16.879,0.03,F,U,,2.2m ESO/MPI,WFI
SN2005cf,2453573.55,16.899,0.03,F,U,,2.2m ESO/MPI,WFI
SN2005cf,2453575.2,16.943,0.063,F,U,,2m Himalayan Chandra,HFOSC
SN2005cf,2453575.51,16.937,0.029,F,U,,2.2m ESO/MPI,WFI
SN2005cf,2453578.55,17.021,0.03,F,U,,2.2m ESO/MPI,WFI
SN2005cf,2453581.61,17.088,0.03,F,U,,2.2m ESO/MPI,WFI
SN2005cf,2453583.41,17.178,0.044,F,U,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453587.14,17.198,0.052,F,U,,2m Himalayan Chandra,HFOSC
SN2005cf,2453587.56,17.196,0.03,F,U,,2.2m ESO/MPI,WFI
SN2005cf,2453590.56,17.239,0.029,F,U,,2.2m ESO/MPI,WFI
SN2005cf,2453595.5,17.308,0.109,F,U,,2.2m ESO/MPI,WFI
SN2005cf,2453598.38,17.462,0.045,F,U,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453611.38,17.645,0.051,F,U,,2.2m Calar Alto,CAFOS
SN2005cf,2453613.37,17.759,0.045,F,U,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453621.11,17.924,0.053,F,U,,2m Himalayan Chandra,HFOSC
SN2005cf,2453521.9,15.462,0.01,F,B,,SSO 40,WFI
SN2005cf,2453522.38,15.272,0.015,F,B,,3.5m Telescopio Nazionale Galileo,DOLORES
SN2005cf,2453522.97,15.012,0.009,F,B,,SSO 40,WFI
SN2005cf,2453523.16,14.924,0.017,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453524.13,14.6,0.024,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453524.44,14.561,0.011,F,B,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453524.97,14.392,0.01,F,B,,SSO 40,WFI
SN2005cf,2453525.25,14.339,0.041,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453526.35,14.131,0.041,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453527.57,13.899,0.015,F,B,,3.5m Telescopio Nazionale Galileo,DOLORES
SN2005cf,2453527.95,13.862,0.012,F,B,,SSO 40,WFI
SN2005cf,2453528.14,13.841,0.012,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453529.24,13.724,0.011,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453530.38,13.694,0.011,F,B,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453530.38,13.67,0.018,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453531.12,13.609,0.029,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453531.48,13.642,0.011,F,B,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453532.19,13.597,0.039,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453533.13,13.535,0.029,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453533.5,13.587,0.01,F,B,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453533.99,13.539,0.01,F,B,,2.3m SSO,imager
SN2005cf,2453536.47,13.594,0.01,F,B,,1.2m Mercator,MEROPE
SN2005cf,2453538.36,13.689,0.013,F,B,,2.2m Calar Alto,CAFOS
SN2005cf,2453539.21,13.72,0.022,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453539.37,13.764,0.013,F,B,,2.2m Calar Alto,CAFOS
SN2005cf,2453540.13,13.767,0.019,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453540.41,13.855,0.013,F,B,,2.2m Calar Alto,CAFOS
SN2005cf,2453541.37,13.899,0.016,F,B,,2.2m Calar Alto,CAFOS
SN2005cf,2453542.26,13.921,0.024,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453542.53,14.115,0.018,F,B,,2.2m Calar Alto,CAFOS
SN2005cf,2453543.14,14.045,0.022,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453543.51,14.053,0.009,F,B,,1.2m Mercator,MEROPE
SN2005cf,2453545.13,14.191,0.025,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453546.3,14.323,0.017,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453546.36,14.358,0.016,F,B,,2.2m Calar Alto,CAFOS
SN2005cf,2453546.43,14.361,0.011,F,B,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453546.5,14.362,0.009,F,B,,1.2m Mercator,MEROPE
SN2005cf,2453547.45,14.495,0.012,F,B,,2.2m Calar Alto,CAFOS
SN2005cf,2453548.4,14.597,0.014,F,B,,2.2m Calar Alto,CAFOS
SN2005cf,2453550.37,14.844,0.013,F,B,,2.2m Calar Alto,CAFOS
SN2005cf,2453551.48,14.9,0.009,F,B,,1.2m Mercator,MEROPE
SN2005cf,2453553.37,15.184,0.013,F,B,,2.2m Calar Alto,CAFOS
SN2005cf,2453554.37,15.265,0.014,F,B,,2.2m Calar Alto,CAFOS
SN2005cf,2453555.47,15.34,0.009,F,B,,1.2m Mercator,MEROPE
SN2005cf,2453558.48,15.616,0.009,F,B,,1.2m Mercator,MEROPE
SN2005cf,2453559.19,15.726,0.018,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453559.49,15.797,0.01,F,B,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453562.48,15.952,0.01,F,B,,1.2m Mercator,MEROPE
SN2005cf,2453563.24,16.053,0.013,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453563.37,16.069,0.013,F,B,,2.2m Calar Alto,CAFOS
SN2005cf,2453564.37,16.158,0.013,F,B,,2.2m Calar Alto,CAFOS
SN2005cf,2453564.5,16.095,0.01,F,B,,1.2m Mercator,MEROPE
SN2005cf,2453566.41,16.317,0.015,F,B,,1.82m Copernico,AFOSC
SN2005cf,2453569.57,16.496,0.012,F,B,,2.2m ESO/MPI,WFI
SN2005cf,2453571.6,16.587,0.011,F,B,,2.2m ESO/MPI,WFI
SN2005cf,2453572.21,16.593,0.022,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453573.55,16.656,0.011,F,B,,2.2m ESO/MPI,WFI
SN2005cf,2453575.2,16.64,0.021,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453575.51,16.703,0.011,F,B,,2.2m ESO/MPI,WFI
SN2005cf,2453578.55,16.797,0.011,F,B,,2.2m ESO/MPI,WFI
SN2005cf,2453581.61,16.823,0.012,F,B,,2.2m ESO/MPI,WFI
SN2005cf,2453583.41,16.849,0.01,F,B,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453584.2,16.811,0.027,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453587.14,16.872,0.02,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453587.56,16.913,0.011,F,B,,2.2m ESO/MPI,WFI
SN2005cf,2453590.56,16.984,0.011,F,B,,2.2m ESO/MPI,WFI
SN2005cf,2453591.13,16.943,0.013,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453595.5,17.005,0.022,F,B,,2.2m ESO/MPI,WFI
SN2005cf,2453598.38,17.088,0.01,F,B,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453604.15,17.171,0.019,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453611.38,17.291,0.013,F,B,,2.2m Calar Alto,CAFOS
SN2005cf,2453613.37,17.316,0.012,F,B,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453617.1,17.341,0.018,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453621.11,17.421,0.021,F,B,,2m Himalayan Chandra,HFOSC
SN2005cf,2453521.9,15.238,0.008,F,V,,SSO 40,WFI
SN2005cf,2453522.38,15.097,0.01,F,V,,3.5m Telescopio Nazionale Galileo,DOLORES
SN2005cf,2453522.97,14.898,0.008,F,V,,SSO 40,WFI
SN2005cf,2453523.16,14.902,0.02,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453524.13,14.649,0.024,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453524.44,14.507,0.009,F,V,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453524.97,14.379,0.007,F,V,,SSO 40,WFI
SN2005cf,2453525.25,14.367,0.015,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453526.35,14.185,0.034,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453527.57,13.909,0.013,F,V,,3.5m Telescopio Nazionale Galileo,DOLORES
SN2005cf,2453527.95,13.894,0.01,F,V,,SSO 40,WFI
SN2005cf,2453528.14,13.943,0.021,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453529.24,13.824,0.02,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453530.38,13.698,0.008,F,V,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453530.38,13.756,0.021,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453531.12,13.699,0.024,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453531.48,13.617,0.011,F,V,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453532.19,13.632,0.02,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453533.13,13.622,0.028,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453533.5,13.58,0.009,F,V,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453533.99,13.523,0.011,F,V,,2.3m SSO,imager
SN2005cf,2453536.47,13.523,0.008,F,V,,1.2m Mercator,MEROPE
SN2005cf,2453538.19,13.601,0.022,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453538.36,13.558,0.013,F,V,,2.2m Calar Alto,CAFOS
SN2005cf,2453539.21,13.633,0.027,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453539.37,13.594,0.008,F,V,,2.2m Calar Alto,CAFOS
SN2005cf,2453540.13,13.654,0.026,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453540.41,13.635,0.011,F,V,,2.2m Calar Alto,CAFOS
SN2005cf,2453541.37,13.693,0.015,F,V,,2.2m Calar Alto,CAFOS
SN2005cf,2453542.26,13.727,0.015,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453542.53,13.705,0.015,F,V,,2.2m Calar Alto,CAFOS
SN2005cf,2453543.14,13.763,0.025,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453543.51,13.727,0.009,F,V,,1.2m Mercator,MEROPE
SN2005cf,2453545.13,13.892,0.024,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453546.3,13.949,0.022,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453546.36,13.909,0.011,F,V,,2.2m Calar Alto,CAFOS
SN2005cf,2453546.43,13.94,0.012,F,V,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453546.5,13.915,0.008,F,V,,1.2m Mercator,MEROPE
SN2005cf,2453547.45,13.986,0.009,F,V,,2.2m Calar Alto,CAFOS
SN2005cf,2453548.4,13.981,0.009,F,V,,2.2m Calar Alto,CAFOS
SN2005cf,2453550.37,14.159,0.009,F,V,,2.2m Calar Alto,CAFOS
SN2005cf,2453551.48,14.205,0.007,F,V,,1.2m Mercator,MEROPE
SN2005cf,2453553.37,14.334,0.013,F,V,,2.2m Calar Alto,CAFOS
SN2005cf,2453554.37,14.359,0.013,F,V,,2.2m Calar Alto,CAFOS
SN2005cf,2453555.47,14.419,0.008,F,V,,1.2m Mercator,MEROPE
SN2005cf,2453558.48,14.59,0.008,F,V,,1.2m Mercator,MEROPE
SN2005cf,2453559.19,14.66,0.023,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453559.49,14.614,0.008,F,V,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453562.48,14.794,0.008,F,V,,1.2m Mercator,MEROPE
SN2005cf,2453563.24,14.874,0.026,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453563.37,14.861,0.01,F,V,,2.2m Calar Alto,CAFOS
SN2005cf,2453564.37,14.934,0.01,F,V,,2.2m Calar Alto,CAFOS
SN2005cf,2453564.5,14.933,0.008,F,V,,1.2m Mercator,MEROPE
SN2005cf,2453566.41,15.042,0.017,F,V,,1.82m Copernico,AFOSC
SN2005cf,2453569.57,15.235,0.009,F,V,,2.2m ESO/MPI,WFI
SN2005cf,2453571.6,15.351,0.009,F,V,,2.2m ESO/MPI,WFI
SN2005cf,2453572.21,15.421,0.031,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453573.55,15.435,0.009,F,V,,2.2m ESO/MPI,WFI
SN2005cf,2453575.2,15.538,0.028,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453575.51,15.519,0.009,F,V,,2.2m ESO/MPI,WFI
SN2005cf,2453578.55,15.617,0.009,F,V,,2.2m ESO/MPI,WFI
SN2005cf,2453581.61,15.698,0.009,F,V,,2.2m ESO/MPI,WFI
SN2005cf,2453583.41,15.771,0.008,F,V,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453584.2,15.813,0.028,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453587.14,15.869,0.02,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453587.56,15.906,0.009,F,V,,2.2m ESO/MPI,WFI
SN2005cf,2453590.56,15.96,0.009,F,V,,2.2m ESO/MPI,WFI
SN2005cf,2453591.13,15.991,0.022,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453595.5,16.103,0.04,F,V,,2.2m ESO/MPI,WFI
SN2005cf,2453598.38,16.186,0.009,F,V,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453604.15,16.348,0.031,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453611.38,16.467,0.011,F,V,,2.2m Calar Alto,CAFOS
SN2005cf,2453613.37,16.527,0.011,F,V,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453615.14,16.598,0.019,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453617.1,16.654,0.028,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453621.11,16.778,0.025,F,V,,2m Himalayan Chandra,HFOSC
SN2005cf,2453515.87,18.5,,T,R,,
SN2005cf,2453518.86,16.4,0,F,R,,
SN2005cf,2453520.85,15.5,0,F,R,,
SN2005cf,2453521.9,15.138,0.009,F,R,,SSO 40,WFI
SN2005cf,2453522.38,14.976,0.011,F,R,,3.5m Telescopio Nazionale Galileo,DOLORES
SN2005cf,2453522.97,14.78,0.008,F,R,,SSO 40,WFI
SN2005cf,2453523.16,14.771,0.013,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453524.13,14.467,0.016,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453524.44,14.383,0.009,F,R,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453524.97,14.236,0.008,F,R,,SSO 40,WFI
SN2005cf,2453525.25,14.224,0.011,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453526.35,14.007,0.012,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453527.57,13.822,0.01,F,R,,3.5m Telescopio Nazionale Galileo,DOLORES
SN2005cf,2453527.95,13.73,0.011,F,R,,SSO 40,WFI
SN2005cf,2453528.14,13.788,0.017,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453529.24,13.675,0.011,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453530.38,13.556,0.009,F,R,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453530.38,13.61,0.014,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453531.12,13.59,0.014,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453531.52,13.514,0.013,F,R,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453532.19,13.545,0.013,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453533.13,13.533,0.019,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453533.5,13.447,0.011,F,R,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453533.99,13.455,0.012,F,R,,2.3m SSO,imager
SN2005cf,2453536.47,13.445,0.015,F,R,,1.2m Mercator,MEROPE
SN2005cf,2453538.19,13.551,0.016,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453538.36,13.566,0.015,F,R,,2.2m Calar Alto,CAFOS
SN2005cf,2453539.21,13.577,0.016,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453539.37,13.571,0.01,F,R,,2.2m Calar Alto,CAFOS
SN2005cf,2453540.13,13.62,0.015,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453540.41,13.611,0.012,F,R,,2.2m Calar Alto,CAFOS
SN2005cf,2453541.37,13.657,0.012,F,R,,2.2m Calar Alto,CAFOS
SN2005cf,2453542.26,13.739,0.032,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453542.53,13.7,0.013,F,R,,2.2m Calar Alto,CAFOS
SN2005cf,2453543.14,13.813,0.014,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453543.51,13.736,0.015,F,R,,1.2m Mercator,MEROPE
SN2005cf,2453545.13,13.907,0.016,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453546.3,14.033,0.026,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453546.36,13.978,0.015,F,R,,2.2m Calar Alto,CAFOS
SN2005cf,2453546.43,13.972,0.01,F,R,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453546.5,13.968,0.015,F,R,,1.2m Mercator,MEROPE
SN2005cf,2453547.45,14.064,0.01,F,R,,2.2m Calar Alto,CAFOS
SN2005cf,2453548.4,14.11,0.012,F,R,,2.2m Calar Alto,CAFOS
SN2005cf,2453550.37,14.175,0.008,F,R,,2.2m Calar Alto,CAFOS
SN2005cf,2453551.48,14.139,0.015,F,R,,1.2m Mercator,MEROPE
SN2005cf,2453553.37,14.246,0.015,F,R,,2.2m Calar Alto,CAFOS
SN2005cf,2453554.37,14.226,0.016,F,R,,2.2m Calar Alto,CAFOS
SN2005cf,2453555.47,14.201,0.015,F,R,,1.2m Mercator,MEROPE
SN2005cf,2453558.48,14.291,0.015,F,R,,1.2m Mercator,MEROPE
SN2005cf,2453559.19,14.32,0.011,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453559.49,14.287,0.01,F,R,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453562.48,14.401,0.015,F,R,,1.2m Mercator,MEROPE
SN2005cf,2453563.24,14.477,0.018,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453563.37,14.469,0.011,F,R,,2.2m Calar Alto,CAFOS
SN2005cf,2453564.37,14.525,0.009,F,R,,2.2m Calar Alto,CAFOS
SN2005cf,2453564.5,14.488,0.015,F,R,,1.2m Mercator,MEROPE
SN2005cf,2453566.41,14.614,0.021,F,R,,1.82m Copernico,AFOSC
SN2005cf,2453569.57,14.836,0.009,F,R,,2.2m ESO/MPI,WFI
SN2005cf,2453571.6,14.948,0.009,F,R,,2.2m ESO/MPI,WFI
SN2005cf,2453572.21,15.048,0.019,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453573.55,15.065,0.008,F,R,,2.2m ESO/MPI,WFI
SN2005cf,2453575.2,15.181,0.021,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453575.51,15.159,0.009,F,R,,2.2m ESO/MPI,WFI
SN2005cf,2453578.55,15.289,0.009,F,R,,2.2m ESO/MPI,WFI
SN2005cf,2453581.61,15.376,0.009,F,R,,2.2m ESO/MPI,WFI
SN2005cf,2453583.41,15.454,0.009,F,R,, 2.5m Nordic Optical Telescope,ALFOSC
SN2005cf,2453584.2,15.523,0.011,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453587.14,15.642,0.027,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453587.56,15.575,0.009,F,R,,2.2m ESO/MPI,WFI
SN2005cf,2453590.56,15.689,0.009,F,R,,2.2m ESO/MPI,WFI
SN2005cf,2453591.13,15.747,0.013,F,R,,2m Himalayan Chandra,HFOSC
SN2005cf,2453595.5,15.825,0.02,F,R,,2.2m ESO/MPI,WFI
